Title,Url,Company,Location,Salary,Easy Apply
Procurement Reporting Analyst (contract),https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BvH3A8keRzMSHNNzpo8GRtlYiokHfs7hRv1iTbqYJ_v3EUQjdtkMnPNLzU6XcjpKSWb0Rlq9I1yC3qwcBtp87FgLcwjaD8ut5xtUAtYe1V6ECtElLmnNZYIQ7TjlCtlECwfdmrMYMRuEFTq9yeZrLzMPIiMGzcaEA-4tPtUD4rpCH0p4RPQ_4d6c8PIu2QnCGLYC5En9F8Txk3u0-HzcvDERXPFW2SRU3zOtI7KVP0ZBBdnQ8ZU58qMknwc4BxAnuTgIVvhc69Eb292nHu-mk7AHD4ukOFRp0skxFzbiu9acl5_P-bfseYAAuQcBH-fHdp6QSYQt9GNlHvTpjlWRlLYchQTAy60u1uSxefyRzGnhUQfmFHvBUsSXcL_09CH0i34Flv4rt0LWvuQ96HgPfcMvjUNm5zTCEr_1CAKFNkowX0pDa40xBU-Rv__BCBBrWZ5qo2YEsvuKXqoyqxpFsgJcZ1oJLtGARvq8aKE3Lx7tHN1PpyasliacESEdMoKNbZk9ordsRN-CTmAvqE3jd272mtnawm3QD3ig69yy89jnRp54WJwg4z1fgiBg9MYU4byQfKPbWymFeL_DeF0N_jhcn1PbLRNVksMANUzvjoXV3M9HAe5Eh4tou9LMRZXVbOyLQAl9QQZe8e9wk0sPeekbY0Emhuug52YhBzZQCK6OkyeGaE_EXib2FEKyOk67E=&p=3&fvj=0&vjs=3,"
Spin Master Ltd","Toronto, ON",,
Senior Business Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BhYIH0qHyb58MG95HSjEJVbJF1i_WLFLHu-UDht5jwnZ-YrcJTaS3fbkiqEQm_aef3Isivx3h_13ffCgifaKkA1jEgDNf0KZKPVD0GTELgq5nhefKDQp9hHoNGEfZ-CsrKgL7rJJ0ht3h758fJEI3JwrB_8GZMRg-WTzbQ-GvlNx3-7HczdoyzAFCVLKQNe6L2UTtEMWWbaCTFvglLrPGFzRkyb2rfUnDW68qSmGXecjhlYNsifqmCKPka-7lIWIziVevQ0OXitmopaz2qx8iYGP4CVHk_K12AftV3idk34xDxB_PUuQJUwQhXVTjSc4vtgXN20Js0PHPzeEc8XaY2C8yh0_PGm8LWalg6edvPmPa-R65nraNPdx-e22ckTiucggSJ0RcPvVReuIQNClnUPUOn6KdgDVSJZW2L5vieD4mhtnT-hRO16X-4PI35CfNRZqTT60N9Rw==&p=4&fvj=1&vjs=3,"
Client Of Emergitel","Fredericton, NB",,
Business Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AhSjcQU9YA05cVmbzEjSfOJvAFt-aSYlp4ceWh2c326No6mwOWmmZZXawUcbLTS7doezZjSM1u5FFrp2IG_bMbHKH1hzK9DhtlHx32MbGLLhTAnNi6PqTTFescYknXU_SuWezALRO-8f6vONo-UfAtBAmkErAkw9XIb0N7p2oZr4jOBFzbbykVHCkaSvsKwgxRfVCBxQogZyni_v8BIyZbUgDg1qatVilnDgHf5_x8XSBM0rDoHGSOOHMyVbDwCUErTPQcKweecD3tIbIOZJdna78bEfbK0EPU3xLujCellV_qpEzjv_D66UqH7pse0q3jFGCbLsyaU8fTrUiiwaoiF-qEgd06Y-9RsbeI7eRRoDuGhSBnoePhBseMnQ6gCc5-y7VqSicP_nKPQNCv9s0cYhbXYbjXo2dgsrmonBR66DjM0n66YEzFBL-4j8fVOJxJS-VHHxVLd7OvKYV6SK_Vk4-rLrCPMv0=&p=5&fvj=0&vjs=3,"
David Aplin Group","Winnipeg, MB",,
Senior Business Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DAI6CbHIHK7ziDV_jOOtLnedsYxrCoPLmdH4-4XVO1DYvRnbqq-KvTGDBRbkQJliJrulU2FU2JbKi3nHfy9zbPCD5VE5x0jJpf_iyDe3TCBCO9RmBjzv7y6AeY4nqRwCoKUWKe9yCyx10UcL0EXLsvy4YG4qlGEFZHOXZOoe_f2OJa_t-TVAuiq-XNFDRPlPfBkzHfuwp7hd0Udra7SDBy63H3rSnAcMQCcgE8ohsn3reUKfHlIe-QebRwkajrOD9TtBn_ZOx2TBziMbDdvxRz8ozFnryviA-ddXrWeeUuxkf1B6xQjASHtmQiCsRqOC-JT-TLEdWZEa8VHU14N8VgodMQWhQJ4E0vo98JoLLOmWNO_DDDs_JmXa4Ki682Wo2cy0Z7U-JdjsBgD_FfSTRTTyFDYJH-Ohp-RhNVDlII7f1qX57QbQQ7HGiz0d2uJJOMQq0S8MhYJPIvwNNPsTqqKnosnswQyQaCkL7X3PD6G47-y7hKkpjKx8l_M79GGToqio2uMBbjn4rvWHsupdIF&p=6&fvj=0&vjs=3,"
Canadian National Railway","Montréal, QC",,
Data Visualization Developer,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CkZrmoNIfNnv5K6heJNTgcHXgr0H7cYcF0-Q8gfPuoOdPpnl151udErR8IWC9FaT06IBKxpSDg-V5KoA1RWBzSLH9isTwrV8jgFIX4guGvEtyf9uAXIGLiXhmpaCI5w5HHlq9uEZXtctKdxkc7jQ05VFyDIZdMDEFtaemlCKMahv_NzDyQeDehJR_EX0T8SrU5PGfWbJK1oNMp3WkLsLT4zkh6SiM-4h7SYuJT0Bu7Zyu8UVhnDTwayxobbaLCu7o0kRtLDZ8tFkOZfPP4phszi_PMx4QJRBxtNthCyPdA3LZ5d25fKmZqtyQfuhOVhQyuONoGUQ5OqfAK-1VQKxyJkIJz_3O7qJ9Q_BN-7HkLA5fVGdwmzSdKIQemT6I8yCceNq2iEdnAyMNcI8Z1NWjSkdFke5uUzr346MiJIrOhe6D3jg24k9zcvo_JOogFd4m-U-AX5hzU3_n79VVQbRXG7RVFSKFLG5dkKlKRP08AoHqpClEvyvDRqlFLTxWHvyhWiHJRNCuK-w==&p=7&fvj=0&vjs=3,"
Robert Half","Edmonton, AB","
$80,000 - $95,000 a year",
Data Governance Specialist / Data Systems Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CE3i-xGI4I9OpWckzYv-8KBxSJXGo3ESvPoZ67meN8_uan52fLSo7AaI_X4kInyp4SCZAJzEl5OTJQr1wAH2dmdYIfmwIGkqF1PkMFQ10HcbLRSRL1KvmmK5gYN90nNFJ3Mhs3_bF2F2v6kE5wnFKfe5_CFqwOsBLbTcxxVV6h6E0tgj7TMZISZMUfjoZAPMfYpnPpLUsiMtXudGxKUzuV9PeKFbgXFcI2hVZQfLiUnY6bs8sp1wHL2ZVfV1Zvnef3NjdQgUGHS9YEf5XlpT26GE__Wq85GZKAjUNbkLDyF7JZ4p3Y3qMX3zkIxKvXKKO7xSSwbpGMMBiEIFT1EUUCaBUddnaegvD8xaYYb09qxG1bVegBuZDAqbKpuplQ2l39XTd5iVhZDIg2gab08bu3nPfIvezvMX6VZCtowTHl1z0n_DdlbEiFdGB_Aexl01FerhMTtjNk6FW_9_m8_MB0pNyuy2CwPqc=&p=8&fvj=1&vjs=3,,"Toronto, ON","
$31 - $78 an hour",
Business Analyst - 298345,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7nt_W1_ybLH0QO9PT-bs60XLA3YeNQGQBcV45YfQiifE2eT60qFTbUJCAppDKRVg-xXMejvldc1u_IaLyPNRXtX_v5PvC7ikJdaftqZ-2iFZ5Sari7BCYv_h012wmj8dW3G8klZCTOCt4-eoQajIRe-dN9ks3IHd593bKGyqo4HBwrgDKNkA9QA8JVBjOfP-_NsyAWUCNf48mFnXUwyTIOocZARNJiZyJm5es0qa9eohFkmT5oht5YJR9LwbAdm7MHCwrbIOM83-HWUdvwC9Kd7tqX1r_xdVMDPefkW7qsadyCNhSZES2kOpJdTPWSOFM9j5jJxn4oTKOAkSnTUPTNErm4Ze7cfZa8DfC4oHJO-7Awu_pHk0wg0thJ4HQLo4ovZfhoNkraIVzq4hcnNrAvP7H6wpA9Mul5MgihCR-yv9dYFD5Pm7xDyIybwJMpBenrzcg_Kcrl9_wtUzYTXZVlDcfWm-Xt7toPH6ngWh_05zYv7oC2n4mQXuO6M5_nzsv8UmDFECcTfpgIxKBG8yYvVJ1977TdGmSJMFC3wMfAHoLw=&p=9&fvj=0&vjs=3,"
Procom","Mississauga, ON",,
"Business Analyst, Home Depot Protection Plans",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CRXqn4ymHqR5W-MSPPUJEvbHKsYXmAcrEKAUbn7uBXRdYPz_bhQj-E22to46OJesyps0Cu9aEiFnWhhmH08jn3WH8bnuxS_RI6V6DSPMe81006GITHWnUkXFtzBs9qgREYK05uei2_6034SWEDyNWHnFE4D5OUH-3HZ6eNJhyuGhgj-pwFLw8MBEoz4SdkPQ_YvBl59qfHXH3T3ZUejpHSak94R_A0EI8YvuO48liCyT2C0AEHU0gBEzseScI89mAJogLG8aB1zwq2XsqY4o9QM3lk8NB7fz_DWh-Yx2lqdHYcLnYNLM8t74_gCI-0aQKK-s-UM48aiV6y89PUORFMDfFA8waqwEw-ZjZQ27IL1tmgFXnZLddTiOrigzLL5_mGY_O3yroY5gBv62r9VrnyUjhNZYbm5RjOJcRrAhSdGIoH-S3VdEghRDVlXXRAj7_hk4Q4WefUvRt8itl1UkFKXbZ9nOP4CEuwKTEB59g7ZILStz9zUMc-31FWhJ3AznH_ca2NqpmAWT3xJRoxhtEe_G8vBPGYb7wfc0Uorbys9FIYirwGa7nx&p=10&fvj=0&vjs=3,"
The Home Depot","Toronto, ON",,
Customer Supply Chain Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BMCizc1qnGSjufBZg__GtFAp2yc8Flz-fdmBNGvDyFtKOyWakuD-QRAl-7nzd9zMPmkldcu7Q5mtiYPlUoSwO0ZrKN943BvkZK7igYFkFvwGOS57YW939m2pOtb_uq356ZNBkQ0iN2O5yoL6dNsqdpvTS_dOTPmc810p1Z7XjRPDTeXX-A1rdlCzInbO9_MDx9OUmhfECICnxtrcxLagH-VzcmH4_Ie6V9CtaFNRT0RFW3mStz88PJ-LiX5Z_O9wrcFEONEWlDg869Dy5L41c2KKYNHq_8IhsaaRCwqit1K4qAg7oBp1w2Z7iRtLVdNUIYUC5zXN6OgtkpAofeNKiPm64O-QMYsi-U4VYcZjl_xEENhdu1u9GMh3KlutHsK0Pi2TmKwh-jQ2FMDNFZWMqwlS3J5-bD3-hzHOSn5jiT2ZfDYn0cM2FSgSce31ABF3A3WrGb9e44kg==&p=11&fvj=1&vjs=3,,"Brantford, ON",,
"Business Analyst, Supply Chain, Inventory Development Projects",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CRXqn4ymHqR5W-MSPPUJEvbHKsYXmAcrEKAUbn7uBXRdYPz_bhQj-E22to46OJesyps0Cu9aEiFhCI692pcS_aqBsQmp8oOxQtnKOx5ntO7crIyDBed3Z-KpSMoG1xS7xa-Ryo4kdhAkN6T4lC3c26Fnr7x2ioipiTomM9u_XWP-W5lgWbwDdvQA1sp3JCRjzD6UumY2Tui-iYl3Oj3IQOirZec3qJI3jUsveGu5OXkimOyh8v-SHOC2S1rw6PAePzy5Y9579zGsG41vZ5E17bEqkRsKRsEcqTk7VzinYb89N2GN1gGnBQt75PPj-pzC0AvwIHA34Xx3NPP35owcz7fFm6zjvcev6Q7RCKJO1nEf4NHOKb8lQXLu_sduXIsC_iXzrPUDzpnlA5Va0S2WYqhq_YYTSRJUSppskbVDat-jzLgSvVPWkSsKkKe8qCgxEXMdvmOlp7AbZ7VLxKk-gZ0eH0ddaqLD5bstp40iIHeULoFawdWC4TZ430VMSLRHI8PTOi3QuV5zZ1az1aCVhi9kuhF2XeFW_i2NXFBw2mDbjp0CTcofFY&p=12&fvj=0&vjs=3,"
The Home Depot","Toronto, ON",,
"Market Risk Data Analyst, Capital Markets - 299016",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7nt_W1_ybLH0QOuHdDqdapRtHNpUivAwUWZk3jLqNS2TkqJblXyT4bo1B56sMlyWgOd0PNwWHiG9vRXvBl1knPkcWwiISIQUxk_7OxtmjM4_BBVIBrdXJ5hYnRnMnOV5I3ye9Sd8lhvyjYvS_su_B1hVEsQ1bZD77wf-adq1RvaHJcTT7dwpCbtLzbp0gjS7BE24zys1ksJtHn2OyZ7G41hGWZ-3ZT7fJFVoG_dPh29hwy7H5AeRVuLvrkmap2TnpXEQtJBLE3AJnXs-fo-sHRgAE0zISLf9U3f9QxQoElG3U1smwdR-a6wcYu5SKbK99oA4U4g1LqAKlzbaOYso1CBRjnt8ZWSQjtl8htuKtdcdGTzMiQh5xW-5c1U_vyUTtSAGCD8tQ_GKNOeigF7dDm8tviz21VDvLIkGe5RX6Z28ETHbUp4kI7tbPXrQnXRtMEpt-fctmUwIRZynnBisJx_kpyzQxDaD47cweSVvaYwodh5a_NYy-8idi8oHz2XfG9LnrGxi2BaM80eQaUUS_5DorjZGPIMHvmEe2IGWM12jRw=&p=13&fvj=0&vjs=3,"
Procom","Toronto, ON",,
Senior Business Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2-lZBX44fcdsvBPvr4aaPYkllzVolm_qPpmxDgCACJztBzusYtegGYah3my7q_xlGoPJLfEH8dr0Qk8qGeLVi-Wd66uLU92CQZl5xVeTOFeX6OJpITBb2CgaCdzTESZ7lWWWSkFN7enJ9sKeIfHXmL6tFQ7ybXvSZt70u3PIU39e0CrOX58qW9lBZ6bY46xWhK6RLB03hyVEKlQn_9mAyE8dzlg97Vsik4BM-oD1jtC0qZkNMFaRE4pjNnEu6B0cRnKsQhzaFyr_S2c7C_tzOQmNCglrtzdndWBe7ZPg6FwEPmcERXrrCpuecUtkv5mmudWKrIqiudtnhZ1RYdNrRWbvT2IPELbwCg716aZRfVNPGsJ5MtBhhdAPHpsqFHAR9rJBSgM5ot4dBhZKMQUo_R9lzGP5DOy-gqYqz2maWDyrR_9RY5aiM0qn_jRP9X2Y=&p=14&fvj=1&vjs=3,,"Montréal, QC",,
"Data Analyst, Security - 297742",https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-sVgEAMl2VRgb3OxKP2a3cZD0hK_hG-LWZTbQZkFNLmnrBUKCl13RN0GUYxWAzeW85Ht2as-vkCfaPJtsStppqGq78aWMH0LdpJM3mwIrP7Gh_AgOYjdxdZQhu-FFLHZ1KnfZzR6IKURjuYGv9fJaajEXhzFqzEMZFFLy79j9z1oXz03GxCG2MyXunvBCTF4nJAAQD7bPppGN-7bOMXietHmHP2XYlbn4Rxsa3GqSPOBRD5tDkjarWSSwwC3YAXEsAYAOLKcsWwU7jMvLH5Dd2u_2YrbSpWNuVUBHnJVPdMnw502GzONTJRUZc59lWpE5XS7Yw7g48ptEf5sO6xgB889qPoMwAZRV3R5a3x-LABzDN5foi5bryEKUS3KWWU9LqzLBfzq3FJcIWMWBUghdi4sJGq1kXgVqetNsiEkhEn51bxlQkp6E7oXxgmf3xb_C6WH9ndkIibo69ykKxah-FSPxssrCg_uQSUgpFoGyT7j26QxnQZmUK0pyYkHL2uvoyOlNPErv4YuG5groFDBn9L1M4iGI6ParZ4i2URbLsMXeV4O535C94s=&p=0&fvj=0&vjs=3,"
Procom","Waterloo, ON",,
Business Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdxBBPyyzmjiAHRa-di5WS-h-yMcxnqh6m4m8SDVMsFTNspJRLscVzlSLYgbrc_PMSaJhl2sxZwU3SKQo2FtdA-YdQAABnMc_91EdDuVh9NeGacHQWV6HrCIraM61_y-ksBs6vY_neeZ5bdnYBz4SzGb1yZPyhk4Z-qFn09ET7aGM8XIst_PB3c4PgSj2wMduFfqbQk3lI8r9fA-80lTleX2SZE1rfKavSusG749efj5vt9PndYgx1fsfmfJyHyejuvN4v3dXqqcNPRXuiIRsTFUFVHJRsUWbLsRXSZWTKirjUj38GhpLXUwhlOOh0YoJpE08_a0vBL_KTgSlnAGZYuushLgqr2Cq4wIJ_MvfRTMdkZPs-hsZZ2j-FMOKjyNhqzXIgYJfAo1g=&p=1&fvj=1&vjs=3,"
SkyHive Technologies Inc.","Vancouver, BC","
$80,000 - $100,000 a year",
Data Analyst - 298793,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7nt_W1_ybLH0QNPxtbdTjwHkTofaMS6PfQDpdlcSMlDjIQiKZ5w53LbC0oNbq1zeUH3kOAwFgL_-gh4JImvG2-lujIri3phflmeM4oLYRvXpP4ZSlpETBNfkaCRQKtRwL4_4blzFdxvu439CNxO9slOJUkLsRT9AnetfRbir3yLo8534iSIUhq5by-bfZ8sjuehNT99YFNgcsBvqKlQbccp-XbejQ3IGEJdbcsrw4P-FKHbVra_Lm43o96fvMLFa8eEHRbt9lqX6YE2AptjnMbfCjHc0shrTFZcDKwBlrcIG9jYpOq-CRohgnfTo5zaGZ58tLihgzBXCd4FeEUq8Igg9n_i0R7ltyaejqolGnEbkTSHYa9vZoXGDLq9e1xeQBEtapK684RsCrw9NZUvHTryLFI9c4bt3hMgeTes_niy55KwKbosJ4gb4FIIsy5jRKJvH2s1ql_0LBeWguoAN_fcGTTNCWEacwzAyVwHLT0iQhFfWPtUfa3aaMhk_x_UXczIJmmDul4F4EutVLfmHrAg6ndE6qKeLtOlYMTpgdgH1Xw=&p=2&fvj=0&vjs=3,"
Procom","Calgary, AB",,
Data Analyst II,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DQQnUBuQBSuyaIQhpC59TW7hrTbBg8v-nGtzzV8dunbSOYe1hEeg3Jz68ZjAGo08FVHs9sloRa2gEnLAdkM8yzuIkN3vluf73E_Ksj0uEWwNRfaaZKlt0D3GBH545zH3cdq11yy9bF5ZFVaXebRkL7ZRvdQN1Th89nglC0wYm6rnLnhhZ3aOODdJnL2tz9Wgp6myCmpUnpA83gh-PRdJrB1sF692gi5jFiATSvR35cdeP2c9Q3TDpM_azhJYgExuZhQS4u95PeLlluVHR5sCZmzZiaEJ3Todd3DyKDS1t9scz7OtMP_ZxdgT2Z08v9mGxV2GEpqt2A5tXc-wpaVa1zZfUwKb5OfbzdFIaFuqCiuJ9roaQmDjN8ICKehjxh2v43SHZsikWats2dQFhVTUUJqk6OH4xcNLrUG67ORFdjuvthXI9Gk8fXsEiXsPXqYVq4no5oImtqZSlWmvtmlzeqkbRM7ibvkRdYN6ot7RKVM3hXUsWoybPUWvuPu2IGx108bs_gdbFMJSXoW-yvsWlAZELZompF0sRp-Eep1DQHBPSk1XZXf4wnXRr68PVLputJpJLD2p2sPLxEWrjuptOFfongGodIyjWjPa5tp1JsS4LSwvcIFe3R92DEXEdgdZUDqGKWKsHkHdvDM8kqrJnaOw9_2J_nSRcZl5lQLmS0KZSW9wMSwdBkHLg369oamDcC7Y3XdoaxoKCHoxTCmK-TDla_1R3VG9pIRbSMtM23rij3MTg4r4Bcz1JpPQKC6xRgypnGMJb2LqMfCoeqzf4E&p=3&fvj=0&vjs=3,"
TES - The Employment Solution","Calgary, AB",,
Business Analyst (Functional),https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BhYIH0qHyb58MG95HSjEJVbJF1i_WLFLHu-UDht5jwnZ-YrcJTaS3fbkiqEQm_aedjoknCzsomLNYs5Mnhwibx48OgkFX8kfdqP0kpcNX5AqN6TyLhuiRjYVHYBYgmhzPP2ILCh8JmwqpWcuk15Tk-Z53skuHTWMJ_GUOsLs57zxkDVCm0J2KkRsZ7Pcx5YxMtj9iik_z5DkX-Q1i_n2dcF8oy3npIl14I8PbwHTb4MXTWsrGOso4G9yvCYCA8PqlQe-FYVmGbiDT8jQqiFkYr1RhTwM5G-GkvJfQwX5qogZiTDpNUz7qX-_KcF6BTWDhsuSkdR0WWHs5Y35H077Bjr5X_TNYaUDJUJbv02vHTepFpgSzhmf51suQx1rslG-82WTN5CzZlm3g3pf7EmYzMJniaERpjkoC8oCnCD3lrhfb50YpeN02O9yoHd4eq8KROw69fY7HxPQ==&p=4&fvj=1&vjs=3,"
Client Of Emergitel","Burnaby, BC",,
ETL Programmer Analyst Sr,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B66n_b1XZGjIshttJb3kx9ooODwYr6BpQQENLJO0E6Qvwe_xI47AZKN9AyGUnCu46DAxBQ1c1mCtYeSB9WfeN1hBky1N2fllZSGrmIs81UHC4U2nU-7YFOyjG_WcAGVbRAH0MMXDzIvHqwfgr1aRmcKRciddSbitufPGsjl-f7kmJUUN0DDKIlUxWmBqCgwAHXYBMMcShMo_LmCHNANhZi1vq8aq_-X4nZK7J-Ho6hyUOzFUEF9HYAh199lCMBRdcwnV9-7uEYh5b7VXDMWOXXBTcYKQpYNTj5K4knHV19osjdekI5L_8NmaTFTyGPcLnOU-EStJdmxhqWCaa2EMpB22U7gB_qegh3CKAgYOTgJp9bwPyNip_li_cUBlR3oPwGmrwhr00J3bSmRRYJQgZnC4ERxxF9vlll3w2b8ru-KRyh4Y5UypwvDhSzc0FwKrlqYrGOae4-WBpGuKFa7OXSMgnto5gidS-giMU6unfgoidHaHgrfUt_YeQIXNQdTJ6iabpXCcUZP7zwgMgr2_BvKSjpoO4GwBA=&p=5&fvj=0&vjs=3,"
Fidelity Investments","Toronto, ON",,
Senior Application Security Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C2YNyQh3GFAwQ-dyuiZmvfa2S_250bNGRBUZFpswMPsXcMcw7j4OwuCwot0f7_3CTQ0Bh2eFibmnGQCeGgkvgMYBOyUVqlEXNxLzeOTenqpGgIp805Pjeo2dWD6FnewAu0ScsAv7sXm5BxMRz4O-q1B0of8iWqO5xvSzK-9KeGpgb-o4GmSpHtojqo6IUyAQJELwPZhzO8Pdif3A9vxSq5qnydMUwZUP3v_iT1vdMg-KL_8WipCYStUMfju0fJ64f8SUlJtYMDI-trWM1LTSRP__UDVfvXUzA85D0YuJTVu5RL7BDWMLGXxv65sliJYs0WaWDchSleis0FZ1piYzVjqc8KmDPNJuNBrg0o2_6Hg_mnIOYIjnHDK-sFgHoR_driZaOIPEiAs4L8JTjuFxiyUlWCWGfEh_kULkYGSGn1qFv8eqersDJr&p=6&fvj=0&vjs=3,,"Montréal, QC",,
Data Management Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BhYIH0qHyb58MG95HSjEJVbJF1i_WLFLHu-UDht5jwnZ-YrcJTaS3fbkiqEQm_aeeUhgEvaL-IZ4L3ip_JyAKfDRvSHmvKsy22R598fQYKJCpIa10f56FpkxG5s1l02kTIEDw8az-b5Bmu_7ksPmVND9k3VE5a_lUFXxFcKey0RgIQLTxEuAz0EeYlaZGBwMctCDYEiitTphEn-cyqVTZrW7fVylyFY7qrQx4xANaccbqPBss_CetPvIHSBvl8PWo4nIsadsXTJeDk_K9SCkD6nR1vf7Hak0KxvvGeP3WmaFhgn_h1VHRyG6cfHZOBs2rcTZ5AGWqJOW6Lil9hlN7UfvW2LkIA0vHNA1a4na5PLjLifDxR-YdpGgt7DrjstmQlKFaTGkVb5S2z4I0Bv7SMomCVRm0RmwS5FKWrbgSq8lX-aIzk15ezoUfszOTEVSpAZJPQncfT6Q==&p=7&fvj=1&vjs=3,"
Client Of Emergitel","Edmonton, AB",,
Senior Information Security Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BkOOZLqFVy1Vwjw39_oC837b_OQ9ICYRpVEW3DCdPX6VWKYvqoNIaEqNLdU27SP3XOFR0k1y8JUnUPufY9ImJXO_WWx-dsm5M0OQWKmiBXkgcdb93xGXoYotW-GNNYYMsbXqRm4tDPSqx9KTqctk53-eF1Jv_Rqq9Kzc2eFBYjfcP-lOnaIZR6mp6Fws2oRiln36EnLeuwP0ym_jjAKk6hs-4rK2QcXZ1kvUNqsdOhWK6ZfRN3XsvZhPiWP6sF9veE_200VKh_KKY6ZR0Hr7-PA5CSMoPYsT4YQM_tkL4os4VQwvuj14_fChYXCLf23z_auWsHCNVXAgnaEsU-DqIw3O7uIkuUY3q1o8ZrDFLjf4ZcJargyW6a75zvLpGcNnq-PyTjznPBxw==&p=8&fvj=0&vjs=3,"
Scotiabank","Scarborough, ON",,
IT Solutions Business Analyst (Case Management Systems),https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DV5ykyf98z0opBA6ftQU7xcu8VN3BKrHUOR0HbJzsmou5A_ZFtXCh0c__QjaH0T36EjVizd99asqKmZn2whrKJ7XuIkDRQA3dhDbPqDDenmT3pjRReMJJsxsspvz0A9Yjkf772yZzbH0WDvDTsbAOhCYgZ4v2sT7t7WeUDUTvzpuxgV7VvyH8a3j0tKrzHyoNbbX_Y9vUHVKMoDd1EV7YqDB9K8bw6gmE-gd-tSlYuZ0CqEv_xRcPB3KW8BXPi-s9_vkVakhaPvI-iKos39zh_MXJeLyt4hNKeK4i8ZV0Jt-5glQFJZ4boH7zFz7_GxtdLuuoKuJrF85iX5UHA6ezINU0QcfYElz5zoreyld2lbwg3z3gA9Zffqm7ANN97sdNEGOy7YcAjjU6EcJ7VU7AkAZTJAr5b8MqzvHVztRZ0HpnAWhuWg74BA0vh5IMw1R5IBvwIyzdigTi-6OFMMgnxUXGr0l08Ssg=&p=9&fvj=0&vjs=3,,"Mississauga, ON",,
Business Analyst,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DAf68GLXhh6EfxbiuIa8AXQlZkD365grCpga-eqYqvLm10JkUMhnLzrwNZNJbu2D8PKztJDlRMyve2m75YBBVO7pdoW_1BTTAyykn_OYOSyLJqfGtqtAqSd5lOmo7zK7fD8fXl2rj7zWuYeY79v1M_wm_p-iGfL6SiGr70CmommYRUtVqOTB-oZ_mvn7UmMm69pi5yRgB4tYP5ZU3-3BfMI0OXx7W4oVvPV5k0HHkD7URqPbzPPI0tG3FpWyaL7Sku5SWTf074nG1ZbHWKsxojgSeizpYl39unNz0ZxAEg4-RVHJtDuM0bLOFzfdFMUZBKI1UkwDkYsyAN-JuVMNdQnAgTUCf13ys8n07pJx0XMcSi8_jHgBMJEuwzpJJJ2vIRvRIoYYf1jTEevIS-my5ePsFGVYG6qoZ8wogU3fD8zYjwJ6WHVKf0JmeLTnzujP2KknWSj3F3Wg==&p=10&fvj=0&vjs=3,,"Calgary, AB",,
